PLOTID,batch,changeLC,endLC,groundTruth,lat,lon,sample_index,sampler,startLC,year
id_41123124,sample_oslo_change_dw_2018_2021,10,1,Skip,"5,996,721,721.953","1,064,027,572.003",51,Megan,6,2015
id_41123124,sample_oslo_change_dw_2018_2021,10,1,Skip,"5,996,721,721.953","1,064,027,572.003",51,Megan,6,2018
id_41123124,sample_oslo_change_dw_2018_2021,10,1,Skip,"5,996,721,721.953","1,064,027,572.003",51,Megan,6,2021
id_41124854,sample_oslo_change_dw_2018_2021,11,6,Grass,"5,983,048,334.483","1,078,144,640.028",52,Megan,6,2015
id_41124854,sample_oslo_change_dw_2018_2021,11,6,Grass,"5,983,048,334.483","1,078,144,640.028",52,Megan,6,2018
id_41124854,sample_oslo_change_dw_2018_2021,11,6,Grass,"5,983,048,334.483","1,078,144,640.028",52,Megan,6,2021
id_41126209,sample_oslo_change_dw_2015_2018,2,1,Water,"5,991,685,613.223","1,068,805,052.871",53,Megan,1,2015
id_41126209,sample_oslo_change_dw_2015_2018,2,1,Water,"5,991,685,613.223","1,068,805,052.871",53,Megan,1,2018
id_41126209,sample_oslo_change_dw_2015_2018,2,1,Water,"5,991,685,613.223","1,068,805,052.871",53,Megan,1,2021
id_41130939,sample_oslo_change_me_2015_2018,5,8,Water,"5,986,740,024.245","1,076,109,506.307",54,Megan,8,2015
id_41130939,sample_oslo_change_me_2015_2018,5,8,Water,"5,986,740,024.245","1,076,109,506.307",54,Megan,8,2018
id_41130939,sample_oslo_change_me_2015_2018,5,8,Water,"5,986,740,024.245","1,076,109,506.307",54,Megan,8,2021
id_41163705,sample_oslo_change_me_2015_2018,11,6,Tree,"6,000,882,063.236","1,057,184,635.526",55,Megan,6,2015
id_41163705,sample_oslo_change_me_2015_2018,11,6,Tree,"6,000,882,063.236","1,057,184,635.526",55,Megan,6,2018
id_41163705,sample_oslo_change_me_2015_2018,11,6,Tree,"6,000,882,063.236","1,057,184,635.526",55,Megan,6,2021
id_41187163,sample_oslo_change_me_2015_2021,1,8,Water,"5,988,067,052.718","1,068,728,802.243",56,Megan,8,2015
id_41187163,sample_oslo_change_me_2015_2021,1,8,Water,"5,988,067,052.718","1,068,728,802.243",56,Megan,8,2018
