PLOTID,batch,changeLC,endLC,groundTruth,lat,lon,sample_index,sampler,startLC,year
id_82706764,sample_oslo_change_me_2015_2021,2,1,Built,"5,988,966,453.401","1,075,530,269.08",451,Zander1,8,2015
id_82706764,sample_oslo_change_me_2015_2021,2,1,Built,"5,988,966,453.401","1,075,530,269.08",451,Zander1,8,2018
id_82706764,sample_oslo_change_me_2015_2021,2,1,Built,"5,988,966,453.401","1,075,530,269.08",451,Zander1,8,2021
id_82714903,sample_oslo_change_dw_2015_2018,10,1,Tree,"5,996,178,603.445","1,073,475,961.225",452,Zander1,6,2015
id_82714903,sample_oslo_change_dw_2015_2018,10,1,Tree,"5,996,178,603.445","1,073,475,961.225",452,Zander1,6,2018
id_82714903,sample_oslo_change_dw_2015_2018,10,1,Tree,"5,996,178,603.445","1,073,475,961.225",452,Zander1,6,2021
id_82727361,sample_oslo_change_dw_2015_2018,1,8,Water,"6,012,058,800.026","1,063,476,427.112",453,Zander1,8,2015
id_82727361,sample_oslo_change_dw_2015_2018,1,8,Water,"6,012,058,800.026","1,063,476,427.112",453,Zander1,8,2018
id_82727361,sample_oslo_change_dw_2015_2018,1,8,Water,"6,012,058,800.026","1,063,476,427.112",453,Zander1,8,2021
id_82805262,sample_oslo_change_me_2018_2021,11,6,Tree,"5,990,226,149.448","1,088,989,173.79",454,Zander1,6,2015
id_82805262,sample_oslo_change_me_2018_2021,11,6,Tree,"5,990,226,149.448","1,088,989,173.79",454,Zander1,6,2018
id_82805262,sample_oslo_change_me_2018_2021,11,6,Tree,"5,990,226,149.448","1,088,989,173.79",454,Zander1,6,2021
id_82809996,sample_oslo_change_me_2015_2018,6,1,Built,"5,989,538,110.156","1,084,927,824.55",455,Zander1,1,2015
id_82809996,sample_oslo_change_me_2015_2018,6,1,Built,"5,989,538,110.156","1,084,927,824.55",455,Zander1,1,2018
id_82809996,sample_oslo_change_me_2015_2018,6,1,Built,"5,989,538,110.156","1,084,927,824.55",455,Zander1,1,2021
id_82825858,sample_oslo_change_dw_2015_2021,11,6,Tree,"6,012,108,296.048","1,073,719,428.142",456,Zander1,6,2015
id_82825858,sample_oslo_change_dw_2015_2021,11,6,Tree,"6,012,108,296.048","1,073,719,428.142",456,Zander1,6,2018
id_82825858,sample_oslo_change_dw_2015_2021,11,6,Tree,"6,012,108,296.048","1,073,719,428.142",456,Zander1,6,2021
id_82829858,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,991,370,800.689","1,091,218,278.406",457,Zander1,6,2015
id_82829858,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,991,370,800.689","1,091,218,278.406",457,Zander1,6,2018
id_82829858,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,991,370,800.689","1,091,218,278.406",457,Zander1,6,2021
id_82851258,sample_oslo_change_dw_2015_2018,11,6,Tree,"6,012,158,683.89","1,068,412,651.978",458,Zander1,6,2015
