PLOTID,batch,changeLC,endLC,groundTruth,lat,lon,sample_index,sampler,startLC,year
id_74618465,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,991,089,877.32","1,088,877,250.35",51,Zander1,6,2015
id_74618465,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,991,089,877.32","1,088,877,250.35",51,Zander1,6,2018
id_74618465,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,991,089,877.32","1,088,877,250.35",51,Zander1,6,2021
id_7462246,sample_oslo_change_me_2018_2021,7,6,Tree,"5,994,647,794.05","1,093,770,667.85",52,Zander1,1,2015
id_7462246,sample_oslo_change_me_2018_2021,7,6,Tree,"5,994,647,794.05","1,093,770,667.85",52,Zander1,1,2018
id_7462246,sample_oslo_change_me_2018_2021,7,6,Tree,"5,994,647,794.05","1,093,770,667.85",52,Zander1,1,2021
id_74627731,sample_oslo_change_me_2015_2021,6,1,Mixed,"5,989,699,529.61","1,079,090,861.27",53,Zander1,1,2015
id_74627731,sample_oslo_change_me_2015_2021,6,1,Mixed,"5,989,699,529.61","1,079,090,861.27",53,Zander1,1,2018
id_74627731,sample_oslo_change_me_2015_2021,6,1,Mixed,"5,989,699,529.61","1,079,090,861.27",53,Zander1,1,2021
id_74637491,sample_oslo_change_dw_2015_2021,16,2,Crops,"6,000,017,889.45","1,078,536,595.01",54,Zander1,2,2015
id_74637491,sample_oslo_change_dw_2015_2021,16,2,Crops,"6,000,017,889.45","1,078,536,595.01",54,Zander1,2,2018
id_74637491,sample_oslo_change_dw_2015_2021,16,2,Crops,"6,000,017,889.45","1,078,536,595.01",54,Zander1,2,2021
id_74644110,sample_oslo_change_me_2018_2021,13,8,Skip,"6,005,736,240.64","1,059,085,996.22",55,Zander1,1,2015
id_74644110,sample_oslo_change_me_2018_2021,13,8,Skip,"6,005,736,240.64","1,059,085,996.22",55,Zander1,1,2018
id_74644110,sample_oslo_change_me_2018_2021,13,8,Skip,"6,005,736,240.64","1,059,085,996.22",55,Zander1,1,2021
id_74645313,sample_oslo_change_me_2015_2018,8,8,Water,"5,991,816,264.88","1,067,023,196.09",56,Zander1,1,2015
id_74645313,sample_oslo_change_me_2015_2018,8,8,Water,"5,991,816,264.88","1,067,023,196.09",56,Zander1,1,2018
id_74645313,sample_oslo_change_me_2015_2018,8,8,Water,"5,991,816,264.88","1,067,023,196.09",56,Zander1,1,2021
id_74654279,sample_oslo_change_me_2015_2021,12,4,Tree,"6,001,460,854.55","1,081,413,161.10",57,Zander1,6,2015
id_74654279,sample_oslo_change_me_2015_2021,12,4,Grass,"6,001,460,854.55","1,081,413,161.10",57,Zander1,6,2018
id_74654279,sample_oslo_change_me_2015_2021,12,4,Grass,"6,001,460,854.55","1,081,413,161.10",57,Zander1,6,2021
id_74688309,sample_oslo_change_me_2015_2021,11,6,Tree,"6,009,578,202.11","1,066,536,708.17",58,Zander1,6,2015
id_74688309,sample_oslo_change_me_2015_2021,11,6,Tree,"6,009,578,202.11","1,066,536,708.17",58,Zander1,6,2018
id_74688309,sample_oslo_change_me_2015_2021,11,6,Tree,"6,009,578,202.11","1,066,536,708.17",58,Zander1,6,2021
id_74703423,sample_oslo_change_dw_2018_2021,12,4,Tree,"6,002,057,036.36","1,049,578,746.86",59,Zander1,6,2015
id_74703423,sample_oslo_change_dw_2018_2021,12,4,Tree,"6,002,057,036.36","1,049,578,746.86",59,Zander1,6,2018
id_74703423,sample_oslo_change_dw_2018_2021,12,4,Grass,"6,002,057,036.36","1,049,578,746.86",59,Zander1,6,2021
id_7471217,sample_oslo_change_me_2015_2018,1,8,Water,"6,011,634,739.52","1,058,488,476.67",60,Zander1,8,2015
id_7471217,sample_oslo_change_me_2015_2018,1,8,Water,"6,011,634,739.52","1,058,488,476.67",60,Zander1,8,2018
id_7471217,sample_oslo_change_me_2015_2018,1,8,Water,"6,011,634,739.52","1,058,488,476.67",60,Zander1,8,2021
id_7474729,sample_oslo_change_me_2015_2021,11,6,Tree,"5,996,178,603.45","1,073,475,961.23",61,Zander1,6,2015
id_7474729,sample_oslo_change_me_2015_2021,11,6,Tree,"5,996,178,603.45","1,073,475,961.23",61,Zander1,6,2018
id_7474729,sample_oslo_change_me_2015_2021,11,6,Tree,"5,996,178,603.45","1,073,475,961.23",61,Zander1,6,2021
id_74775818,sample_oslo_change_dw_2018_2021,6,1,Built,"5,989,509,571.91","1,079,205,906.08",62,Zander1,1,2015
id_74775818,sample_oslo_change_dw_2018_2021,6,1,Built,"5,989,509,571.91","1,079,205,906.08",62,Zander1,1,2018
id_74775818,sample_oslo_change_dw_2018_2021,6,1,Built,"5,989,509,571.91","1,079,205,906.08",62,Zander1,1,2021
id_74779966,sample_oslo_change_me_2018_2021,11,6,Tree,"5,981,765,451.11","1,087,100,744.49",63,Zander1,6,2015
id_74779966,sample_oslo_change_me_2018_2021,11,6,Tree,"5,981,765,451.11","1,087,100,744.49",63,Zander1,6,2018
id_74779966,sample_oslo_change_me_2018_2021,11,6,Tree,"5,981,765,451.11","1,087,100,744.49",63,Zander1,6,2021
id_74783893,sample_oslo_change_dw_2015_2018,9,8,Water,"5,989,410,579.87","1,087,619,783.86",64,Zander1,6,2015
id_74783893,sample_oslo_change_dw_2015_2018,9,8,Water,"5,989,410,579.87","1,087,619,783.86",64,Zander1,6,2018
id_74783893,sample_oslo_change_dw_2015_2018,9,8,Water,"5,989,410,579.87","1,087,619,783.86",64,Zander1,6,2021
id_74808346,sample_oslo_change_dw_2015_2018,1,8,Water,"5,985,723,349.21","1,076,913,036.32",65,Zander1,8,2015
id_74808346,sample_oslo_change_dw_2015_2018,1,8,Water,"5,985,723,349.21","1,076,913,036.32",65,Zander1,8,2018
id_74808346,sample_oslo_change_dw_2015_2018,1,8,Water,"5,985,723,349.21","1,076,913,036.32",65,Zander1,8,2021
id_74820938,sample_oslo_change_me_2015_2021,11,6,Tree,"5,988,071,511.82","1,089,545,669.60",66,Zander1,6,2015
id_74820938,sample_oslo_change_me_2015_2021,11,6,Tree,"5,988,071,511.82","1,089,545,669.60",66,Zander1,6,2018
id_74820938,sample_oslo_change_me_2015_2021,11,6,Tree,"5,988,071,511.82","1,089,545,669.60",66,Zander1,6,2021
id_74855394,sample_oslo_change_me_2015_2021,11,6,Tree,"6,005,870,905.49","1,067,786,594.19",67,Zander1,6,2015
id_74855394,sample_oslo_change_me_2015_2021,11,6,Tree,"6,005,870,905.49","1,067,786,594.19",67,Zander1,6,2018
id_74855394,sample_oslo_change_me_2015_2021,11,6,Tree,"6,005,870,905.49","1,067,786,594.19",67,Zander1,6,2021
id_74865589,sample_oslo_change_dw_2015_2018,8,4,Bare,"5,984,116,735.10","1,086,608,013.83",68,Zander1,3,2015
id_74865589,sample_oslo_change_dw_2015_2018,8,4,Grass,"5,984,116,735.10","1,086,608,013.83",68,Zander1,3,2018
id_74865589,sample_oslo_change_dw_2015_2018,8,4,Grass,"5,984,116,735.10","1,086,608,013.83",68,Zander1,3,2021
id_74875864,sample_oslo_change_dw_2015_2018,11,6,Grass,"5,991,347,167.45","1,080,789,332.86",69,Zander1,6,2015
id_74875864,sample_oslo_change_dw_2015_2018,11,6,Grass,"5,991,347,167.45","1,080,789,332.86",69,Zander1,6,2018
id_74875864,sample_oslo_change_dw_2015_2018,11,6,Grass,"5,991,347,167.45","1,080,789,332.86",69,Zander1,6,2021
id_74888675,sample_oslo_change_me_2015_2021,5,8,Mixed,"5,991,030,571.28","1,070,149,025.93",70,Zander1,8,2015
id_74888675,sample_oslo_change_me_2015_2021,5,8,Mixed,"5,991,030,571.28","1,070,149,025.93",70,Zander1,8,2018
id_74888675,sample_oslo_change_me_2015_2021,5,8,Mixed,"5,991,030,571.28","1,070,149,025.93",70,Zander1,8,2021
id_74913157,sample_oslo_change_dw_2015_2018,1,8,Water,"5,997,927,908.79","1,077,671,529.41",71,Zander1,8,2015
id_74913157,sample_oslo_change_dw_2015_2018,1,8,Water,"5,997,927,908.79","1,077,671,529.41",71,Zander1,8,2018
id_74913157,sample_oslo_change_dw_2015_2018,1,8,Water,"5,997,927,908.79","1,077,671,529.41",71,Zander1,8,2021
id_74916230,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,988,360,907.48","1,088,168,253.29",72,Zander1,6,2015
id_74916230,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,988,360,907.48","1,088,168,253.29",72,Zander1,6,2018
id_74916230,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,988,360,907.48","1,088,168,253.29",72,Zander1,6,2021
id_74971288,sample_oslo_change_dw_2015_2021,6,1,Tree,"5,997,514,996.03","1,064,514,505.84",73,Zander1,1,2015
id_74971288,sample_oslo_change_dw_2015_2021,6,1,Tree,"5,997,514,996.03","1,064,514,505.84",73,Zander1,1,2018
id_74971288,sample_oslo_change_dw_2015_2021,6,1,Tree,"5,997,514,996.03","1,064,514,505.84",73,Zander1,1,2021
id_74990885,sample_oslo_change_me_2018_2021,2,1,Water,"5,990,964,576.58","1,069,716,493.13",74,Zander1,8,2015
