system:index,PLOTID,dw_2015_2018,dw_2015_2021,dw_2018_2021,me_2015_2018,me_2015_2021,me_2018_2021,.geo
00000000000000000a78,id_72831026,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.640280179126236,60.01077371861993]}"
0000000000000000089a,id_33416605,1.0,1.0,1.0,5.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[10.696549575319668,59.90111996461464]}"
0000000000000000060f,id_10195632,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.60828612906776,60.12019559937043]}"
00000000000000000a58,id_71992328,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.60828612906776,60.12019559937043]}"
00000000000000000b7d,id_62181123,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.60828612906776,60.12019559937043]}"
00000000000000000497,id_5093000,6.0,5.0,5.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.861331195648706,59.957456247323876]}"
000000000000000004e0,id_42045220,6.0,5.0,5.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.861331195648706,59.957456247323876]}"
0000000000000000039b,id_82374423,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.588139910508291,60.06062646839745]}"
00000000000000000a77,id_72811424,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.588139910508291,60.06062646839745]}"
00000000000000000343,id_80433608,11.0,9.0,9.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.672207342668905,60.11724813357411]}"
00000000000000000358,id_80756660,13.0,13.0,1.0,9.0,9.0,1.0,"{""type"":""Point"",""coordinates"":[10.826568043836042,59.88545960171494]}"
00000000000000000442,id_48816243,13.0,13.0,1.0,9.0,9.0,1.0,"{""type"":""Point"",""coordinates"":[10.826568043836042,59.88545960171494]}"
00000000000000000786,id_27132190,13.0,13.0,1.0,9.0,9.0,1.0,"{""type"":""Point"",""coordinates"":[10.826568043836042,59.88545960171494]}"
0000000000000000007a,id_85601839,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.811906519572313,59.96407355328719]}"
0000000000000000051f,id_43610856,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.811906519572313,59.96407355328719]}"
00000000000000000832,id_31487280,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.811906519572313,59.96407355328719]}"
000000000000000008f5,id_35280857,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.811906519572313,59.96407355328719]}"
00000000000000000954,id_65932025,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.811906519572313,59.96407355328719]}"
000000000000000007dc,id_29777468,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.870945017519936,59.84199674374701]}"
00000000000000000412,id_41306844,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.807728341885234,60.03535228362652]}"
0000000000000000047b,id_50257673,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.807728341885234,60.03535228362652]}"
000000000000000004b6,id_51645196,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.807728341885234,60.03535228362652]}"
00000000000000000723,id_16008103,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.807728341885234,60.03535228362652]}"
00000000000000000bbe,id_64029416,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.695804905443742,60.07922983799243]}"
00000000000000000ba7,id_63233631,14.0,16.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.90257788039308,59.945822452675436]}"
00000000000000000942,id_65554155,6.0,6.0,6.0,12.0,10.0,14.0,"{""type"":""Point"",""coordinates"":[10.684688366517502,59.899924925532325]}"
00000000000000000a09,id_70224239,6.0,6.0,6.0,12.0,10.0,14.0,"{""type"":""Point"",""coordinates"":[10.684688366517502,59.899924925532325]}"
0000000000000000014f,id_90266688,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.86486726278409,59.87055282689326]}"
000000000000000003d9,id_7351887,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.86486726278409,59.87055282689326]}"
0000000000000000069d,id_13177838,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.86486726278409,59.87055282689326]}"
000000000000000008b2,id_33906297,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.86486726278409,59.87055282689326]}"
00000000000000000004,id_74654279,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.814131610997983,60.01460854552589]}"
000000000000000000ca,id_87410300,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.814131610997983,60.01460854552589]}"
00000000000000000198,id_91971524,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.814131610997983,60.01460854552589]}"
000000000000000004e4,id_42129294,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.814131610997983,60.01460854552589]}"
000000000000000008b0,id_33897590,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.814131610997983,60.01460854552589]}"
00000000000000000408,id_41163705,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.571846355259,60.008820632358514]}"
00000000000000000a2c,id_71258748,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.571846355259,60.008820632358514]}"
00000000000000000bab,id_63454660,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.571846355259,60.008820632358514]}"
00000000000000000095,id_86321551,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.738255547472546,60.0148181232754]}"
000000000000000001bd,id_92684702,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.738255547472546,60.0148181232754]}"
000000000000000005f0,id_40706272,11.0,12.0,12.0,11.0,12.0,12.0,"{""type"":""Point"",""coordinates"":[10.742375756845934,60.06245469982937]}"
00000000000000000be6,id_6490060,11.0,12.0,12.0,11.0,12.0,12.0,"{""type"":""Point"",""coordinates"":[10.742375756845934,60.06245469982937]}"
0000000000000000009b,id_86366213,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.903442945997448,59.85473193635564]}"
00000000000000000231,id_943833,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.903442945997448,59.85473193635564]}"
0000000000000000080b,id_30753464,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.903442945997448,59.85473193635564]}"
00000000000000000871,id_32695089,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.903442945997448,59.85473193635564]}"
00000000000000000a0f,id_70501202,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.903442945997448,59.85473193635564]}"
00000000000000000a14,id_70699565,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.903442945997448,59.85473193635564]}"
0000000000000000000a,id_74779966,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.871007444934682,59.81765451109625]}"
0000000000000000037e,id_81622967,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.871007444934682,59.81765451109625]}"
0000000000000000096b,id_66423583,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.871007444934682,59.81765451109625]}"
000000000000000009ee,id_69520638,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.871007444934682,59.81765451109625]}"
00000000000000000a61,id_72221433,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.871007444934682,59.81765451109625]}"
00000000000000000379,id_81534354,6.0,6.0,6.0,10.0,10.0,6.0,"{""type"":""Point"",""coordinates"":[10.883849655968607,59.96603109864965]}"
0000000000000000085b,id_3235753,6.0,6.0,6.0,10.0,10.0,6.0,"{""type"":""Point"",""coordinates"":[10.883849655968607,59.96603109864965]}"
000000000000000005d5,id_47913398,6.0,6.0,6.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.777781019210291,59.875440001647846]}"
00000000000000000100,id_88775534,1.0,1.0,1.0,2.0,2.0,6.0,"{""type"":""Point"",""coordinates"":[10.766410311524004,59.88340841523036]}"
00000000000000000a7b,id_72898488,1.0,1.0,1.0,2.0,2.0,6.0,"{""type"":""Point"",""coordinates"":[10.766410311524004,59.88340841523036]}"
00000000000000000500,id_42899950,11.0,10.0,10.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.755311609001978,59.869455888034125]}"
00000000000000000705,id_15319087,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.759574509609074,59.97376317987632]}"
000000000000000004a8,id_5143695,2.0,1.0,5.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.724213838255245,59.90704610991467]}"
00000000000000000bc4,id_64221973,11.0,9.0,9.0,9.0,9.0,1.0,"{""type"":""Point"",""coordinates"":[10.753795514643803,60.10828979955774]}"
00000000000000000586,id_462641,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.741974437751123,60.071890157658466]}"
00000000000000000673,id_12204703,3.0,3.0,11.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.755668337086252,59.86603575752613]}"
0000000000000000073f,id_16739756,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.764822871548978,60.01177255725591]}"
00000000000000000799,id_27624225,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.764822871548978,60.01177255725591]}"
00000000000000000bee,id_65115343,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.764822871548978,60.01177255725591]}"
00000000000000000788,id_27169684,1.0,1.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.868554939355286,59.82164094743802]}"
00000000000000000887,id_33076457,1.0,1.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.868554939355286,59.82164094743802]}"
0000000000000000019a,id_91995157,15.0,16.0,12.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.786338034131854,59.99827931746817]}"
00000000000000000558,id_44993250,15.0,16.0,12.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.786338034131854,59.99827931746817]}"
00000000000000000317,id_79382563,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.580381074675298,60.00350984300386]}"
0000000000000000037f,id_81631435,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.580381074675298,60.00350984300386]}"
00000000000000000681,id_12544972,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.580381074675298,60.00350984300386]}"
000000000000000007fc,id_30524747,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.580381074675298,60.00350984300386]}"
000000000000000008c7,id_34371705,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.580381074675298,60.00350984300386]}"
00000000000000000351,id_80695100,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.851735210181692,59.97483782323021]}"
0000000000000000040d,id_41246447,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.851735210181692,59.97483782323021]}"
00000000000000000a4d,id_71779761,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.851735210181692,59.97483782323021]}"
00000000000000000a5d,id_72115542,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.851735210181692,59.97483782323021]}"
00000000000000000b12,id_5975253,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.851735210181692,59.97483782323021]}"
00000000000000000384,id_81774593,6.0,6.0,6.0,10.0,10.0,6.0,"{""type"":""Point"",""coordinates"":[10.910617639592445,59.96735099256148]}"
00000000000000000036,id_84268591,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.713547668535403,59.90826344450227]}"
00000000000000000643,id_11460565,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.713547668535403,59.90826344450227]}"
00000000000000000087,id_85985826,11.0,11.0,11.0,16.0,15.0,15.0,"{""type"":""Point"",""coordinates"":[10.905066058780902,59.979827557309015]}"
00000000000000000628,id_10745853,11.0,11.0,11.0,16.0,15.0,15.0,"{""type"":""Point"",""coordinates"":[10.905066058780902,59.979827557309015]}"
00000000000000000a81,id_73072144,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.590030569354953,60.058807155167656]}"
00000000000000000a9c,id_56827282,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.590030569354953,60.058807155167656]}"
00000000000000000bda,id_64613436,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.590030569354953,60.058807155167656]}"
0000000000000000082b,id_31287143,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.64412838333536,60.06299425105684]}"
00000000000000000958,id_66034729,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.64412838333536,60.06299425105684]}"
00000000000000000896,id_33284536,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.632351897453207,60.0027874686332]}"
000000000000000000ab,id_86716960,15.0,15.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.807590109752578,59.960537486151814]}"
000000000000000009a7,id_67653031,15.0,15.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.807590109752578,59.960537486151814]}"
00000000000000000513,id_43252898,13.0,13.0,1.0,9.0,9.0,1.0,"{""type"":""Point"",""coordinates"":[10.825533532391644,59.8894282016525]}"
0000000000000000064a,id_11617640,13.0,13.0,1.0,9.0,9.0,1.0,"{""type"":""Point"",""coordinates"":[10.825533532391644,59.8894282016525]}"
000000000000000009e4,id_69174945,13.0,13.0,1.0,9.0,9.0,1.0,"{""type"":""Point"",""coordinates"":[10.825533532391644,59.8894282016525]}"
00000000000000000137,id_89786022,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.890186038565554,59.83192809356833]}"
0000000000000000075e,id_26216431,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.890186038565554,59.83192809356833]}"
00000000000000000072,id_8542281,6.0,7.0,7.0,8.0,8.0,16.0,"{""type"":""Point"",""coordinates"":[10.830340443327257,59.85010784856322]}"
00000000000000000463,id_49712873,16.0,15.0,15.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.531794709596952,60.02707619207133]}"
00000000000000000841,id_31810126,2.0,2.0,6.0,2.0,2.0,6.0,"{""type"":""Point"",""coordinates"":[10.75761696424661,59.90633711284717]}"
000000000000000000cb,id_87462026,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.854673757775911,59.8189610277049]}"
00000000000000000199,id_91978240,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.854673757775911,59.8189610277049]}"
0000000000000000020d,id_76278510,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.854673757775911,59.8189610277049]}"
00000000000000000472,id_49980656,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.854673757775911,59.8189610277049]}"
000000000000000004a7,id_5141979,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.854673757775911,59.8189610277049]}"
00000000000000000956,id_65982538,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.854673757775911,59.8189610277049]}"
000000000000000005e3,id_40290177,2.0,2.0,6.0,2.0,1.0,5.0,"{""type"":""Point"",""coordinates"":[10.756716225833813,59.90626130812926]}"
000000000000000008e0,id_34927898,2.0,2.0,6.0,2.0,1.0,5.0,"{""type"":""Point"",""coordinates"":[10.756716225833813,59.90626130812926]}"
00000000000000000559,id_45026842,8.0,8.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.773794582868511,59.89785590264352]}"
00000000000000000561,id_45326514,1.0,1.0,1.0,2.0,2.0,6.0,"{""type"":""Point"",""coordinates"":[10.699662027854973,59.91302576442734]}"
000000000000000006d4,id_14315756,12.0,12.0,16.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.801467764006196,60.048912409930054]}"
000000000000000006e8,id_14776208,12.0,12.0,16.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.801467764006196,60.048912409930054]}"
0000000000000000018d,id_91732997,6.0,6.0,6.0,16.0,15.0,15.0,"{""type"":""Point"",""coordinates"":[10.69567559151319,59.926010666694985]}"
000000000000000001ef,id_75673708,6.0,6.0,6.0,16.0,15.0,15.0,"{""type"":""Point"",""coordinates"":[10.69567559151319,59.926010666694985]}"
00000000000000000081,id_85807661,14.0,16.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.726991858211543,59.96745801098675]}"
000000000000000001dc,id_93640511,14.0,16.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.726991858211543,59.96745801098675]}"
0000000000000000028a,id_96067756,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.76745374117051,60.08116508784962]}"
000000000000000007ea,id_30115237,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.76745374117051,60.08116508784962]}"
000000000000000009c3,id_68384313,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.76745374117051,60.08116508784962]}"
00000000000000000ac5,id_57855338,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.76745374117051,60.08116508784962]}"
00000000000000000b32,id_60303881,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.76745374117051,60.08116508784962]}"
000000000000000008d4,id_34654775,6.0,6.0,6.0,7.0,6.0,10.0,"{""type"":""Point"",""coordinates"":[10.795532700504062,59.899898170925994]}"
00000000000000000165,id_90815270,1.0,1.0,1.0,1.0,2.0,2.0,"{""type"":""Point"",""coordinates"":[10.756033983372635,59.88992316186943]}"
000000000000000007ac,id_2804447,1.0,1.0,1.0,1.0,2.0,2.0,"{""type"":""Point"",""coordinates"":[10.756033983372635,59.88992316186943]}"
00000000000000000378,id_81518017,6.0,6.0,6.0,7.0,6.0,10.0,"{""type"":""Point"",""coordinates"":[10.842589593921074,59.926282671859234]}"
00000000000000000912,id_35777542,6.0,6.0,6.0,7.0,6.0,10.0,"{""type"":""Point"",""coordinates"":[10.842589593921074,59.926282671859234]}"
00000000000000000bd4,id_64477164,6.0,6.0,6.0,7.0,6.0,10.0,"{""type"":""Point"",""coordinates"":[10.842589593921074,59.926282671859234]}"
00000000000000000bc9,id_64316355,10.0,11.0,7.0,16.0,15.0,15.0,"{""type"":""Point"",""coordinates"":[10.77271993951463,59.96154970209095]}"
000000000000000002cc,id_77576970,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.78244969801325,59.83918305098228]}"
000000000000000004a2,id_51363365,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.78244969801325,59.83918305098228]}"
00000000000000000584,id_46202084,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.78244969801325,59.83918305098228]}"
0000000000000000079d,id_27711440,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.78244969801325,59.83918305098228]}"
00000000000000000854,id_32134359,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.78244969801325,59.83918305098228]}"
0000000000000000028e,id_96198627,6.0,6.0,6.0,7.0,7.0,11.0,"{""type"":""Point"",""coordinates"":[10.793749060082682,59.91321750577263]}"
000000000000000004f6,id_42692994,6.0,6.0,6.0,7.0,7.0,11.0,"{""type"":""Point"",""coordinates"":[10.793749060082682,59.91321750577263]}"
00000000000000000352,id_80701104,6.0,6.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.84693275834713,59.885357042390716]}"
00000000000000000729,id_16190705,6.0,6.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.84693275834713,59.885357042390716]}"
000000000000000009af,id_67869712,6.0,6.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.84693275834713,59.885357042390716]}"
0000000000000000031c,id_79467357,10.0,11.0,7.0,16.0,15.0,15.0,"{""type"":""Point"",""coordinates"":[10.868960717551152,59.96884479141438]}"
00000000000000000575,id_45875612,10.0,11.0,7.0,16.0,15.0,15.0,"{""type"":""Point"",""coordinates"":[10.868960717551152,59.96884479141438]}"
00000000000000000b99,id_62749053,10.0,11.0,7.0,16.0,15.0,15.0,"{""type"":""Point"",""coordinates"":[10.868960717551152,59.96884479141438]}"
00000000000000000009,id_74775818,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.792059060783426,59.89509571909144]}"
000000000000000001ea,id_75605259,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.792059060783426,59.89509571909144]}"
00000000000000000707,id_15364848,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.792059060783426,59.89509571909144]}"
0000000000000000087c,id_32829153,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.792059060783426,59.89509571909144]}"
00000000000000000be2,id_64786581,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.792059060783426,59.89509571909144]}"
00000000000000000980,id_66876970,1.0,2.0,2.0,5.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[10.695894087464811,59.90930241504772]}"
00000000000000000162,id_90730087,11.0,10.0,10.0,11.0,10.0,10.0,"{""type"":""Point"",""coordinates"":[10.853233468135647,59.83802368470839]}"
000000000000000003f8,id_7419126,11.0,10.0,10.0,11.0,10.0,10.0,"{""type"":""Point"",""coordinates"":[10.853233468135647,59.83802368470839]}"
