PLOTID,batch,changeLC,endLC,groundTruth,lat,lon,sample_index,sampler,startLC,year
id_66115117,sample_oslo_change_dw_2018_2021,6,1,Grass,"5,994,777,107.984","1,090,429,909.34",451,Anders,1,2015
id_66115117,sample_oslo_change_dw_2018_2021,6,1,Grass,"5,994,777,107.984","1,090,429,909.34",451,Anders,1,2018
id_66115117,sample_oslo_change_dw_2018_2021,6,1,Grass,"5,994,777,107.984","1,090,429,909.34",451,Anders,1,2021
id_6613685,sample_oslo_change_me_2015_2018,11,6,Tree,"5,985,191,378.449","1,085,543,626.406",452,Anders,6,2015
id_6613685,sample_oslo_change_me_2015_2018,11,6,Tree,"5,985,191,378.449","1,085,543,626.406",452,Anders,6,2018
id_6613685,sample_oslo_change_me_2015_2018,11,6,Tree,"5,985,191,378.449","1,085,543,626.406",452,Anders,6,2021
id_661808,sample_oslo_change_dw_2015_2021,5,8,Built,"5,990,219,014.887","1,075,202,971.063",453,Anders,1,2015
id_661808,sample_oslo_change_dw_2015_2021,5,8,Built,"5,990,219,014.887","1,075,202,971.063",453,Anders,1,2018
id_661808,sample_oslo_change_dw_2015_2021,5,8,Built,"5,990,219,014.887","1,075,202,971.063",453,Anders,1,2021
id_66188366,sample_oslo_change_dw_2015_2021,8,4,Shrub,"5,997,750,882.476","1,087,231,396.154",454,Anders,3,2015
id_66188366,sample_oslo_change_dw_2015_2021,8,4,Shrub,"5,997,750,882.476","1,087,231,396.154",454,Anders,3,2018
id_66188366,sample_oslo_change_dw_2015_2021,8,4,Shrub,"5,997,750,882.476","1,087,231,396.154",454,Anders,3,2021
id_66218659,sample_oslo_change_me_2015_2018,12,7,Wetland,"6,006,345,799.757","1,069,302,242.639",455,Anders,6,2015
id_66218659,sample_oslo_change_me_2015_2018,12,7,Wetland,"6,006,345,799.757","1,069,302,242.639",455,Anders,6,2018
id_66218659,sample_oslo_change_me_2015_2018,12,7,Wetland,"6,006,345,799.757","1,069,302,242.639",455,Anders,6,2021
id_66232043,sample_oslo_change_dw_2015_2018,10,1,Built,"5,996,135,350.164","1,090,293,014.938",456,Anders,6,2015
id_66232043,sample_oslo_change_dw_2015_2018,10,1,Built,"5,996,135,350.164","1,090,293,014.938",456,Anders,6,2018
id_66232043,sample_oslo_change_dw_2015_2018,10,1,Built,"5,996,135,350.164","1,090,293,014.938",456,Anders,6,2021
id_66234169,sample_oslo_change_me_2018_2021,10,1,Tree,"5,991,501,898.26","1,083,230,244.779",457,Anders,6,2015
id_66234169,sample_oslo_change_me_2018_2021,10,1,Tree,"5,991,501,898.26","1,083,230,244.779",457,Anders,6,2018
id_66234169,sample_oslo_change_me_2018_2021,10,1,Tree,"5,991,501,898.26","1,083,230,244.779",457,Anders,6,2021
id_66241476,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,004,973,288.452","1,078,714,513.142",458,Anders,6,2015
id_66241476,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,004,973,288.452","1,078,714,513.142",458,Anders,6,2018
id_66241476,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,004,973,288.452","1,078,714,513.142",458,Anders,6,2021
id_6624339,sample_oslo_change_me_2015_2021,15,6,Mixed,"5,995,089,245.057","1,075,693,026.268",459,Anders,6,2015
id_6624339,sample_oslo_change_me_2015_2021,15,6,Mixed,"5,995,089,245.057","1,075,693,026.268",459,Anders,6,2018
id_6624339,sample_oslo_change_me_2015_2021,15,6,Mixed,"5,995,089,245.057","1,075,693,026.268",459,Anders,6,2021
id_66249516,sample_oslo_change_dw_2015_2021,12,1,Grass,"5,995,560,572.039","1,064,937,228.617",460,Anders,6,2015
id_66249516,sample_oslo_change_dw_2015_2021,12,1,Grass,"5,995,560,572.039","1,064,937,228.617",460,Anders,6,2018
id_66249516,sample_oslo_change_dw_2015_2021,12,1,Grass,"5,995,560,572.039","1,064,937,228.617",460,Anders,6,2021
id_66269093,sample_oslo_change_dw_2015_2018,1,8,Water,"5,986,097,913.693","1,076,432,791.133",461,Anders,8,2015
id_66269093,sample_oslo_change_dw_2015_2018,1,8,Water,"5,986,097,913.693","1,076,432,791.133",461,Anders,8,2018
id_66269093,sample_oslo_change_dw_2015_2018,1,8,Water,"5,986,097,913.693","1,076,432,791.133",461,Anders,8,2021
id_66285420,sample_oslo_change_dw_2015_2021,7,6,Bare,"5,981,830,108.075","1,085,695,235.841",462,Anders,3,2015
id_66285420,sample_oslo_change_dw_2015_2021,7,6,Bare,"5,981,830,108.075","1,085,695,235.841",462,Anders,3,2018
id_66285420,sample_oslo_change_dw_2015_2021,7,6,Bare,"5,981,830,108.075","1,085,695,235.841",462,Anders,3,2021
id_6630988,sample_oslo_change_me_2018_2021,12,4,Tree,"6,001,764,965.244","1,052,346,510.883",463,Anders,6,2015
id_6630988,sample_oslo_change_me_2018_2021,12,4,Skip,"6,001,764,965.244","1,052,346,510.883",463,Anders,6,2018
id_6630988,sample_oslo_change_me_2018_2021,12,4,Shrub,"6,001,764,965.244","1,052,346,510.883",463,Anders,6,2021
id_66327384,sample_oslo_change_dw_2015_2021,11,6,Tree,"6,003,311,827.4","1,080,024,597.032",464,Anders,6,2015
id_66327384,sample_oslo_change_dw_2015_2021,11,6,Tree,"6,003,311,827.4","1,080,024,597.032",464,Anders,6,2018
id_66327384,sample_oslo_change_dw_2015_2021,11,6,Tree,"6,003,311,827.4","1,080,024,597.032",464,Anders,6,2021
id_66343095,sample_oslo_change_me_2018_2021,16,6,Mixed,"5,990,165,059.764","1,067,601,541.497",465,Anders,4,2015
id_66343095,sample_oslo_change_me_2018_2021,16,6,Mixed,"5,990,165,059.764","1,067,601,541.497",465,Anders,4,2018
id_66343095,sample_oslo_change_me_2018_2021,16,6,Mixed,"5,990,165,059.764","1,067,601,541.497",465,Anders,4,2021
id_66369992,sample_oslo_change_dw_2018_2021,11,6,Tree,"5,991,743,581.537","1,086,517,494.076",466,Anders,6,2015
id_66369992,sample_oslo_change_dw_2018_2021,11,6,Tree,"5,991,743,581.537","1,086,517,494.076",466,Anders,6,2018
id_66369992,sample_oslo_change_dw_2018_2021,11,6,Tree,"5,991,743,581.537","1,086,517,494.076",466,Anders,6,2021
id_66393977,sample_oslo_change_dw_2015_2018,6,1,Built,"5,994,571,543.425","1,080,803,601.986",467,Anders,1,2015
id_66393977,sample_oslo_change_dw_2015_2018,6,1,Built,"5,994,571,543.425","1,080,803,601.986",467,Anders,1,2018
id_66393977,sample_oslo_change_dw_2015_2018,6,1,Built,"5,994,571,543.425","1,080,803,601.986",467,Anders,1,2021
